samp,cmpd_name,area,cmpd_type,samp_type,sal,conc
240108_Smp_35ppt_B,"Glycine betaine, 13C5, 15N",942656192,IS,Smp,35,0
240108_Smp_35ppt_Blk,"Glycine betaine, 13C5, 15N",3133462016,IS,Smp,35,0
240108_Smp_40ppt_A,"Glycine betaine, 13C5, 15N",1319327104,IS,Smp,40,0
240108_Smp_40ppt_B,"Glycine betaine, 13C5, 15N",1225344640,IS,Smp,40,0
240108_Smp_40ppt_Blk,"Glycine betaine, 13C5, 15N",2823375104,IS,Smp,40,0
240108_Poo_Syn_Full1,Gonyol,185355,S,Poo,NA,0
240108_Poo_Syn_Full2,Gonyol,43960,S,Poo,NA,0
240108_Poo_Syn_Full3,Gonyol,135496,S,Poo,NA,0
240108_Poo_Syn_Half1,Gonyol,75925,S,Poo,NA,0
240108_Poo_Syn_Half2,Gonyol,0,S,Poo,NA,0
240108_Poo_Syn_Half3,Gonyol,0,S,Poo,NA,0
240108_Smp_25ppt_A,Gonyol,187125,S,Smp,25,0
240108_Smp_25ppt_B,Gonyol,83973,S,Smp,25,0
240108_Smp_25ppt_Blk,Gonyol,106918,S,Smp,25,0
240108_Smp_30ppt_A,Gonyol,204680,S,Smp,30,0
240108_Smp_30ppt_B,Gonyol,36165,S,Smp,30,0
240108_Smp_30ppt_Blk,Gonyol,151568,S,Smp,30,0
240108_Smp_35ppt_A,Gonyol,0,S,Smp,35,0
240108_Smp_35ppt_B,Gonyol,0,S,Smp,35,0
240108_Smp_35ppt_Blk,Gonyol,259655,S,Smp,35,0
240108_Smp_40ppt_A,Gonyol,213213,S,Smp,40,0
240108_Smp_40ppt_B,Gonyol,104994,S,Smp,40,0
240108_Smp_40ppt_Blk,Gonyol,142907,S,Smp,40,0
240108_Std_4uMStdsMix1InH2O_1,Gonyol,552575040,S,Std,NA,4
240108_Std_4uMStdsMix1InH2O_2,Gonyol,769500736,S,Std,NA,4
240108_Std_4uMStdsMix1InSynMatrix_1,Gonyol,719525696,S,Std,NA,4
240108_Std_4uMStdsMix1InSynMatrix_2,Gonyol,753486400,S,Std,NA,4
240108_Poo_Syn_Full1,Guanine,50114248,S,Poo,NA,0
240108_Poo_Syn_Full2,Guanine,46600516,S,Poo,NA,0
240108_Poo_Syn_Full3,Guanine,51560648,S,Poo,NA,0
240108_Poo_Syn_Half1,Guanine,23009770,S,Poo,NA,0
240108_Poo_Syn_Half2,Guanine,27763062,S,Poo,NA,0
240108_Poo_Syn_Half3,Guanine,33070640,S,Poo,NA,0
240108_Smp_25ppt_A,Guanine,53699864,S,Smp,25,0
240108_Smp_25ppt_B,Guanine,40654656,S,Smp,25,0
240108_Smp_25ppt_Blk,Guanine,1108841,S,Smp,25,0
240108_Smp_30ppt_A,Guanine,38557032,S,Smp,30,0
240108_Smp_30ppt_B,Guanine,66493160,S,Smp,30,0
240108_Smp_30ppt_Blk,Guanine,995106,S,Smp,30,0
240108_Smp_35ppt_A,Guanine,58369512,S,Smp,35,0
240108_Smp_35ppt_B,Guanine,39003368,S,Smp,35,0
240108_Smp_35ppt_Blk,Guanine,965442,S,Smp,35,0
240108_Smp_40ppt_A,Guanine,43844908,S,Smp,40,0
240108_Smp_40ppt_B,Guanine,70505832,S,Smp,40,0
240108_Smp_40ppt_Blk,Guanine,1612385,S,Smp,40,0
240108_Std_4uMStdsMix2InH2O_1,Guanine,538423296,S,Std,NA,4
240108_Std_4uMStdsMix2InH2O_2,Guanine,1181575424,S,Std,NA,4
240108_Std_4uMStdsMix2InSynMatrix_1,Guanine,973159040,S,Std,NA,4
240108_Std_4uMStdsMix2InSynMatrix_2,Guanine,1281617536,S,Std,NA,4
240108_Poo_Syn_Full1,"Guanine, 13C, 15N2",722605184,IS,Poo,NA,0
240108_Poo_Syn_Full2,"Guanine, 13C, 15N2",700913792,IS,Poo,NA,0
240108_Poo_Syn_Full3,"Guanine, 13C, 15N2",774453568,IS,Poo,NA,0
240108_Poo_Syn_Half1,"Guanine, 13C, 15N2",367233120,IS,Poo,NA,0
240108_Poo_Syn_Half2,"Guanine, 13C, 15N2",415512992,IS,Poo,NA,0
240108_Poo_Syn_Half3,"Guanine, 13C, 15N2",497701152,IS,Poo,NA,0
240108_Smp_25ppt_A,"Guanine, 13C, 15N2",674321472,IS,Smp,25,0
240108_Smp_25ppt_B,"Guanine, 13C, 15N2",640629760,IS,Smp,25,0
240108_Smp_25ppt_Blk,"Guanine, 13C, 15N2",639890816,IS,Smp,25,0
240108_Smp_30ppt_A,"Guanine, 13C, 15N2",738520640,IS,Smp,30,0
240108_Smp_30ppt_B,"Guanine, 13C, 15N2",680795328,IS,Smp,30,0
240108_Smp_30ppt_Blk,"Guanine, 13C, 15N2",647065728,IS,Smp,30,0
240108_Smp_35ppt_A,"Guanine, 13C, 15N2",611209536,IS,Smp,35,0
240108_Smp_35ppt_B,"Guanine, 13C, 15N2",583289472,IS,Smp,35,0
240108_Smp_35ppt_Blk,"Guanine, 13C, 15N2",699419328,IS,Smp,35,0
240108_Smp_40ppt_A,"Guanine, 13C, 15N2",814918208,IS,Smp,40,0
240108_Smp_40ppt_B,"Guanine, 13C, 15N2",793209280,IS,Smp,40,0
240108_Smp_40ppt_Blk,"Guanine, 13C, 15N2",702243392,IS,Smp,40,0
240108_Poo_Syn_Full1,Guanosine,7883823,S,Poo,NA,0
240108_Poo_Syn_Full2,Guanosine,6662448,S,Poo,NA,0
240108_Poo_Syn_Full3,Guanosine,6547122,S,Poo,NA,0
240108_Poo_Syn_Half1,Guanosine,3783357,S,Poo,NA,0
240108_Poo_Syn_Half2,Guanosine,3122662,S,Poo,NA,0
240108_Poo_Syn_Half3,Guanosine,2996734,S,Poo,NA,0
240108_Smp_25ppt_A,Guanosine,12271604,S,Smp,25,0
240108_Smp_25ppt_B,Guanosine,10185474,S,Smp,25,0
240108_Smp_25ppt_Blk,Guanosine,0,S,Smp,25,0
240108_Smp_30ppt_A,Guanosine,6290466,S,Smp,30,0
240108_Smp_30ppt_B,Guanosine,6964461,S,Smp,30,0
240108_Smp_30ppt_Blk,Guanosine,0,S,Smp,30,0
240108_Smp_35ppt_A,Guanosine,5748785,S,Smp,35,0
240108_Smp_35ppt_B,Guanosine,3973963,S,Smp,35,0
240108_Smp_35ppt_Blk,Guanosine,0,S,Smp,35,0
240108_Smp_40ppt_A,Guanosine,9617964,S,Smp,40,0
240108_Smp_40ppt_B,Guanosine,10708535,S,Smp,40,0
240108_Smp_40ppt_Blk,Guanosine,0,S,Smp,40,0
240108_Std_4uMStdsMix2InH2O_1,Guanosine,174846288,S,Std,NA,4
240108_Std_4uMStdsMix2InH2O_2,Guanosine,359712928,S,Std,NA,4
240108_Std_4uMStdsMix2InSynMatrix_1,Guanosine,347242464,S,Std,NA,4
240108_Std_4uMStdsMix2InSynMatrix_2,Guanosine,309641440,S,Std,NA,4
240108_Poo_Syn_Full1,Homarine,201380511744,S,Poo,NA,0
240108_Poo_Syn_Full2,Homarine,182818930688,S,Poo,NA,0
240108_Poo_Syn_Full3,Homarine,175866331136,S,Poo,NA,0
240108_Poo_Syn_Half1,Homarine,148005896192,S,Poo,NA,0
240108_Poo_Syn_Half2,Homarine,137217802240,S,Poo,NA,0
240108_Poo_Syn_Half3,Homarine,134507126784,S,Poo,NA,0
240108_Smp_25ppt_A,Homarine,108340699136,S,Smp,25,0
240108_Smp_25ppt_B,Homarine,123635441664,S,Smp,25,0
240108_Smp_25ppt_Blk,Homarine,4239098,S,Smp,25,0
240108_Smp_30ppt_A,Homarine,145298391040,S,Smp,30,0
240108_Smp_30ppt_B,Homarine,169756360704,S,Smp,30,0
240108_Smp_30ppt_Blk,Homarine,60058840,S,Smp,30,0
240108_Smp_35ppt_A,Homarine,214826713088,S,Smp,35,0
240108_Smp_35ppt_B,Homarine,212879671296,S,Smp,35,0
240108_Smp_35ppt_Blk,Homarine,12964471,S,Smp,35,0
240108_Smp_40ppt_A,Homarine,255753109504,S,Smp,40,0
240108_Smp_40ppt_B,Homarine,252051865600,S,Smp,40,0
240108_Smp_40ppt_Blk,Homarine,627104640,S,Smp,40,0
240108_Std_4uMStdsMix2InH2O_1,Homarine,11681134592,S,Std,NA,4
240108_Std_4uMStdsMix2InH2O_2,Homarine,16753533952,S,Std,NA,4
240108_Std_4uMStdsMix2InSynMatrix_1,Homarine,157697425408,S,Std,NA,4
240108_Std_4uMStdsMix2InSynMatrix_2,Homarine,154987675648,S,Std,NA,4
240108_Poo_Syn_Full1,"Homarine, 2H3",5523452928,IS,Poo,NA,0
240108_Poo_Syn_Full2,"Homarine, 2H3",5203562496,IS,Poo,NA,0
240108_Poo_Syn_Full3,"Homarine, 2H3",4785499648,IS,Poo,NA,0
240108_Poo_Syn_Half1,"Homarine, 2H3",3785974528,IS,Poo,NA,0
240108_Poo_Syn_Half2,"Homarine, 2H3",4075219456,IS,Poo,NA,0
240108_Poo_Syn_Half3,"Homarine, 2H3",4076267008,IS,Poo,NA,0
240108_Smp_25ppt_A,"Homarine, 2H3",11029421056,IS,Smp,25,0
240108_Smp_25ppt_B,"Homarine, 2H3",11390208000,IS,Smp,25,0
240108_Smp_25ppt_Blk,"Homarine, 2H3",15543930880,IS,Smp,25,0
240108_Smp_30ppt_A,"Homarine, 2H3",7602990592,IS,Smp,30,0
240108_Smp_30ppt_B,"Homarine, 2H3",6496424448,IS,Smp,30,0
240108_Smp_30ppt_Blk,"Homarine, 2H3",14963676160,IS,Smp,30,0
240108_Smp_35ppt_A,"Homarine, 2H3",2997084416,IS,Smp,35,0
240108_Smp_35ppt_B,"Homarine, 2H3",3051115520,IS,Smp,35,0
240108_Smp_35ppt_Blk,"Homarine, 2H3",13732640768,IS,Smp,35,0
240108_Smp_40ppt_A,"Homarine, 2H3",3583753216,IS,Smp,40,0
240108_Smp_40ppt_B,"Homarine, 2H3",3339670272,IS,Smp,40,0
240108_Smp_40ppt_Blk,"Homarine, 2H3",14486864896,IS,Smp,40,0
240108_Poo_Syn_Full1,Homocysteine thiolactone,NA,S,Poo,NA,0
240108_Poo_Syn_Full2,Homocysteine thiolactone,NA,S,Poo,NA,0
240108_Poo_Syn_Full3,Homocysteine thiolactone,NA,S,Poo,NA,0
240108_Poo_Syn_Half1,Homocysteine thiolactone,NA,S,Poo,NA,0
240108_Poo_Syn_Half2,Homocysteine thiolactone,NA,S,Poo,NA,0
240108_Poo_Syn_Half3,Homocysteine thiolactone,NA,S,Poo,NA,0
240108_Smp_25ppt_A,Homocysteine thiolactone,9504,S,Smp,25,0
240108_Smp_25ppt_B,Homocysteine thiolactone,NA,S,Smp,25,0
240108_Smp_25ppt_Blk,Homocysteine thiolactone,NA,S,Smp,25,0
240108_Smp_30ppt_A,Homocysteine thiolactone,NA,S,Smp,30,0
240108_Smp_30ppt_B,Homocysteine thiolactone,NA,S,Smp,30,0
240108_Smp_30ppt_Blk,Homocysteine thiolactone,13333,S,Smp,30,0
240108_Smp_35ppt_A,Homocysteine thiolactone,NA,S,Smp,35,0
240108_Smp_35ppt_B,Homocysteine thiolactone,NA,S,Smp,35,0
240108_Smp_35ppt_Blk,Homocysteine thiolactone,NA,S,Smp,35,0
240108_Smp_40ppt_A,Homocysteine thiolactone,NA,S,Smp,40,0
240108_Smp_40ppt_B,Homocysteine thiolactone,NA,S,Smp,40,0
240108_Smp_40ppt_Blk,Homocysteine thiolactone,NA,S,Smp,40,0
240108_Std_4uMStdsMix1InH2O_1,Homocysteine thiolactone,61247832,S,Std,NA,4
240108_Std_4uMStdsMix1InH2O_2,Homocysteine thiolactone,129186000,S,Std,NA,4
240108_Std_4uMStdsMix1InSynMatrix_1,Homocysteine thiolactone,138299392,S,Std,NA,4
240108_Std_4uMStdsMix1InSynMatrix_2,Homocysteine thiolactone,110206552,S,Std,NA,4
240108_Poo_Syn_Full1,Hordenine,42910,S,Poo,NA,0
240108_Poo_Syn_Full2,Hordenine,204542,S,Poo,NA,0
240108_Poo_Syn_Full3,Hordenine,71315,S,Poo,NA,0
240108_Poo_Syn_Half1,Hordenine,69952,S,Poo,NA,0
240108_Poo_Syn_Half2,Hordenine,99795,S,Poo,NA,0
240108_Poo_Syn_Half3,Hordenine,156152,S,Poo,NA,0
240108_Smp_25ppt_A,Hordenine,219735,S,Smp,25,0
240108_Smp_25ppt_B,Hordenine,163241,S,Smp,25,0
240108_Smp_25ppt_Blk,Hordenine,72258,S,Smp,25,0
240108_Smp_30ppt_A,Hordenine,63598,S,Smp,30,0
240108_Smp_30ppt_B,Hordenine,202892,S,Smp,30,0
240108_Smp_30ppt_Blk,Hordenine,84559,S,Smp,30,0
240108_Smp_35ppt_A,Hordenine,113063,S,Smp,35,0
240108_Smp_35ppt_B,Hordenine,81410,S,Smp,35,0
240108_Smp_35ppt_Blk,Hordenine,84019,S,Smp,35,0
240108_Smp_40ppt_A,Hordenine,104864,S,Smp,40,0
240108_Smp_40ppt_B,Hordenine,59886,S,Smp,40,0
240108_Smp_40ppt_Blk,Hordenine,149554,S,Smp,40,0
240108_Std_4uMStdsMix1InH2O_1,Hordenine,11116261376,S,Std,NA,4
240108_Std_4uMStdsMix1InH2O_2,Hordenine,14966310912,S,Std,NA,4
240108_Std_4uMStdsMix1InSynMatrix_1,Hordenine,13246311424,S,Std,NA,4
240108_Std_4uMStdsMix1InSynMatrix_2,Hordenine,13622728704,S,Std,NA,4
240108_Poo_Syn_Full1,Hydroxyisoleucine,14286474,S,Poo,NA,0
240108_Poo_Syn_Full2,Hydroxyisoleucine,14811072,S,Poo,NA,0
240108_Poo_Syn_Full3,Hydroxyisoleucine,12820051,S,Poo,NA,0
240108_Poo_Syn_Half1,Hydroxyisoleucine,3338520,S,Poo,NA,0
240108_Poo_Syn_Half2,Hydroxyisoleucine,1919576,S,Poo,NA,0
240108_Poo_Syn_Half3,Hydroxyisoleucine,10167237,S,Poo,NA,0
240108_Smp_25ppt_A,Hydroxyisoleucine,2795203,S,Smp,25,0
240108_Smp_25ppt_B,Hydroxyisoleucine,14285735,S,Smp,25,0
240108_Smp_25ppt_Blk,Hydroxyisoleucine,513371,S,Smp,25,0
240108_Smp_30ppt_A,Hydroxyisoleucine,5637363,S,Smp,30,0
240108_Smp_30ppt_B,Hydroxyisoleucine,5449841,S,Smp,30,0
240108_Smp_30ppt_Blk,Hydroxyisoleucine,1982766,S,Smp,30,0
240108_Smp_35ppt_A,Hydroxyisoleucine,23561900,S,Smp,35,0
240108_Smp_35ppt_B,Hydroxyisoleucine,10259963,S,Smp,35,0
240108_Smp_35ppt_Blk,Hydroxyisoleucine,3723303,S,Smp,35,0
240108_Smp_40ppt_A,Hydroxyisoleucine,11851185,S,Smp,40,0
240108_Smp_40ppt_B,Hydroxyisoleucine,14918187,S,Smp,40,0
240108_Smp_40ppt_Blk,Hydroxyisoleucine,1323376,S,Smp,40,0
240108_Std_4uMStdsMix1InH2O_1,Hydroxyisoleucine,144007024,S,Std,NA,4
240108_Std_4uMStdsMix1InH2O_2,Hydroxyisoleucine,386471456,S,Std,NA,4
240108_Std_4uMStdsMix1InSynMatrix_1,Hydroxyisoleucine,313862112,S,Std,NA,4
240108_Std_4uMStdsMix1InSynMatrix_2,Hydroxyisoleucine,321464192,S,Std,NA,4
240108_Poo_Syn_Full1,Hydroxyproline,15468950,S,Poo,NA,0
240108_Poo_Syn_Full2,Hydroxyproline,15736835,S,Poo,NA,0
240108_Poo_Syn_Full3,Hydroxyproline,18697320,S,Poo,NA,0
240108_Poo_Syn_Half1,Hydroxyproline,8614207,S,Poo,NA,0
240108_Poo_Syn_Half2,Hydroxyproline,9262083,S,Poo,NA,0
240108_Poo_Syn_Half3,Hydroxyproline,10738654,S,Poo,NA,0
240108_Smp_25ppt_A,Hydroxyproline,16941082,S,Smp,25,0
240108_Smp_25ppt_B,Hydroxyproline,20754510,S,Smp,25,0
240108_Smp_25ppt_Blk,Hydroxyproline,26449,S,Smp,25,0
240108_Smp_30ppt_A,Hydroxyproline,12036796,S,Smp,30,0
240108_Smp_30ppt_B,Hydroxyproline,15716884,S,Smp,30,0
240108_Smp_30ppt_Blk,Hydroxyproline,173564,S,Smp,30,0
240108_Smp_35ppt_A,Hydroxyproline,22429800,S,Smp,35,0
240108_Smp_35ppt_B,Hydroxyproline,20040118,S,Smp,35,0
240108_Smp_35ppt_Blk,Hydroxyproline,151984,S,Smp,35,0
240108_Smp_40ppt_A,Hydroxyproline,17360360,S,Smp,40,0
240108_Smp_40ppt_B,Hydroxyproline,19576190,S,Smp,40,0
240108_Smp_40ppt_Blk,Hydroxyproline,137923,S,Smp,40,0
240108_Std_4uMStdsMix1InH2O_1,Hydroxyproline,470082752,S,Std,NA,4
240108_Std_4uMStdsMix1InH2O_2,Hydroxyproline,725579904,S,Std,NA,4
240108_Std_4uMStdsMix1InSynMatrix_1,Hydroxyproline,669725632,S,Std,NA,4
240108_Std_4uMStdsMix1InSynMatrix_2,Hydroxyproline,846708992,S,Std,NA,4
240108_Poo_Syn_Full1,Hypotaurine,NA,S,Poo,NA,0
240108_Poo_Syn_Full2,Hypotaurine,19799,S,Poo,NA,0
240108_Poo_Syn_Full3,Hypotaurine,NA,S,Poo,NA,0
240108_Poo_Syn_Half1,Hypotaurine,NA,S,Poo,NA,0
240108_Poo_Syn_Half2,Hypotaurine,NA,S,Poo,NA,0
240108_Poo_Syn_Half3,Hypotaurine,NA,S,Poo,NA,0
240108_Smp_25ppt_A,Hypotaurine,NA,S,Smp,25,0
240108_Smp_25ppt_B,Hypotaurine,NA,S,Smp,25,0
240108_Smp_25ppt_Blk,Hypotaurine,NA,S,Smp,25,0
240108_Smp_30ppt_A,Hypotaurine,NA,S,Smp,30,0
240108_Smp_30ppt_B,Hypotaurine,NA,S,Smp,30,0
240108_Smp_30ppt_Blk,Hypotaurine,NA,S,Smp,30,0
240108_Smp_35ppt_A,Hypotaurine,NA,S,Smp,35,0
240108_Smp_35ppt_B,Hypotaurine,NA,S,Smp,35,0
240108_Smp_35ppt_Blk,Hypotaurine,NA,S,Smp,35,0
240108_Smp_40ppt_A,Hypotaurine,NA,S,Smp,40,0
240108_Smp_40ppt_B,Hypotaurine,NA,S,Smp,40,0
240108_Smp_40ppt_Blk,Hypotaurine,NA,S,Smp,40,0
240108_Std_4uMStdsMix2InH2O_1,Hypotaurine,2198037,S,Std,NA,6
240108_Std_4uMStdsMix2InH2O_2,Hypotaurine,2084065,S,Std,NA,6
240108_Std_4uMStdsMix2InSynMatrix_1,Hypotaurine,1753856,S,Std,NA,6
240108_Std_4uMStdsMix2InSynMatrix_2,Hypotaurine,2652660,S,Std,NA,6
240108_Poo_Syn_Full1,Hypoxanthine,11141984,S,Poo,NA,0
240108_Poo_Syn_Full2,Hypoxanthine,5547899,S,Poo,NA,0
240108_Poo_Syn_Full3,Hypoxanthine,3078626,S,Poo,NA,0
240108_Poo_Syn_Half1,Hypoxanthine,4464955,S,Poo,NA,0
240108_Poo_Syn_Half2,Hypoxanthine,1997567,S,Poo,NA,0
240108_Poo_Syn_Half3,Hypoxanthine,6261738,S,Poo,NA,0
240108_Smp_25ppt_A,Hypoxanthine,5159378,S,Smp,25,0
240108_Smp_25ppt_B,Hypoxanthine,4860624,S,Smp,25,0
240108_Smp_25ppt_Blk,Hypoxanthine,0,S,Smp,25,0
240108_Smp_30ppt_A,Hypoxanthine,2144811,S,Smp,30,0
240108_Smp_30ppt_B,Hypoxanthine,2545195,S,Smp,30,0
240108_Smp_30ppt_Blk,Hypoxanthine,19862,S,Smp,30,0
240108_Smp_35ppt_A,Hypoxanthine,4006946,S,Smp,35,0
240108_Smp_35ppt_B,Hypoxanthine,5077580,S,Smp,35,0
240108_Smp_35ppt_Blk,Hypoxanthine,0,S,Smp,35,0
240108_Smp_40ppt_A,Hypoxanthine,7347365,S,Smp,40,0
240108_Smp_40ppt_B,Hypoxanthine,2117419,S,Smp,40,0
240108_Smp_40ppt_Blk,Hypoxanthine,0,S,Smp,40,0
240108_Std_4uMStdsMix2InH2O_1,Hypoxanthine,NA,S,Std,NA,4
240108_Std_4uMStdsMix2InH2O_2,Hypoxanthine,122655,S,Std,NA,4
240108_Std_4uMStdsMix2InSynMatrix_1,Hypoxanthine,2826693,S,Std,NA,4
240108_Std_4uMStdsMix2InSynMatrix_2,Hypoxanthine,2013433,S,Std,NA,4
240108_Poo_Syn_Full1,L-2-Aminoadipic acid,1472069,S,Poo,NA,0
240108_Poo_Syn_Full2,L-2-Aminoadipic acid,1344071,S,Poo,NA,0
240108_Poo_Syn_Full3,L-2-Aminoadipic acid,1911133,S,Poo,NA,0
240108_Poo_Syn_Half1,L-2-Aminoadipic acid,2514478,S,Poo,NA,0
240108_Poo_Syn_Half2,L-2-Aminoadipic acid,66883,S,Poo,NA,0
240108_Poo_Syn_Half3,L-2-Aminoadipic acid,2589734,S,Poo,NA,0
240108_Smp_25ppt_A,L-2-Aminoadipic acid,1286079,S,Smp,25,0
240108_Smp_25ppt_B,L-2-Aminoadipic acid,1905678,S,Smp,25,0
240108_Smp_25ppt_Blk,L-2-Aminoadipic acid,179395,S,Smp,25,0
240108_Smp_30ppt_A,L-2-Aminoadipic acid,1840550,S,Smp,30,0
240108_Smp_30ppt_B,L-2-Aminoadipic acid,2212533,S,Smp,30,0
240108_Smp_30ppt_Blk,L-2-Aminoadipic acid,0,S,Smp,30,0
240108_Smp_35ppt_A,L-2-Aminoadipic acid,4338201,S,Smp,35,0
240108_Smp_35ppt_B,L-2-Aminoadipic acid,2973288,S,Smp,35,0
240108_Smp_35ppt_Blk,L-2-Aminoadipic acid,35747,S,Smp,35,0
240108_Smp_40ppt_A,L-2-Aminoadipic acid,1152462,S,Smp,40,0
240108_Smp_40ppt_B,L-2-Aminoadipic acid,1542637,S,Smp,40,0
240108_Smp_40ppt_Blk,L-2-Aminoadipic acid,0,S,Smp,40,0
240108_Std_4uMStdsMix2InH2O_1,L-2-Aminoadipic acid,1146881792,S,Std,NA,5
240108_Std_4uMStdsMix2InH2O_2,L-2-Aminoadipic acid,2285247744,S,Std,NA,5
240108_Std_4uMStdsMix2InSynMatrix_1,L-2-Aminoadipic acid,583391616,S,Std,NA,5
240108_Std_4uMStdsMix2InSynMatrix_2,L-2-Aminoadipic acid,758554688,S,Std,NA,5
240108_Poo_Syn_Full1,L-Alanine,1077667712,S,Poo,NA,0
240108_Poo_Syn_Full2,L-Alanine,1120361728,S,Poo,NA,0
240108_Poo_Syn_Full3,L-Alanine,1314679680,S,Poo,NA,0
240108_Poo_Syn_Half1,L-Alanine,617572800,S,Poo,NA,0
240108_Poo_Syn_Half2,L-Alanine,649429120,S,Poo,NA,0
240108_Poo_Syn_Half3,L-Alanine,738829568,S,Poo,NA,0
240108_Smp_25ppt_A,L-Alanine,1040386560,S,Smp,25,0
240108_Smp_25ppt_B,L-Alanine,1320974592,S,Smp,25,0
240108_Smp_25ppt_Blk,L-Alanine,1414745,S,Smp,25,0
240108_Smp_30ppt_A,L-Alanine,995398976,S,Smp,30,0
240108_Smp_30ppt_B,L-Alanine,1479556096,S,Smp,30,0
240108_Smp_30ppt_Blk,L-Alanine,2189859,S,Smp,30,0
240108_Smp_35ppt_A,L-Alanine,1606064000,S,Smp,35,0
240108_Smp_35ppt_B,L-Alanine,1443155072,S,Smp,35,0
240108_Smp_35ppt_Blk,L-Alanine,676096,S,Smp,35,0
240108_Smp_40ppt_A,L-Alanine,1132531712,S,Smp,40,0
240108_Smp_40ppt_B,L-Alanine,1206138624,S,Smp,40,0
240108_Smp_40ppt_Blk,L-Alanine,5913368,S,Smp,40,0
240108_Std_4uMStdsMix1InH2O_1,L-Alanine,102948824,S,Std,NA,4
240108_Std_4uMStdsMix1InH2O_2,L-Alanine,176264624,S,Std,NA,4
240108_Std_4uMStdsMix1InSynMatrix_1,L-Alanine,855681664,S,Std,NA,4
240108_Std_4uMStdsMix1InSynMatrix_2,L-Alanine,993591488,S,Std,NA,4
240108_Poo_Syn_Full1,L-Arginine,NA,S,Poo,NA,0
240108_Poo_Syn_Full2,L-Arginine,NA,S,Poo,NA,0
240108_Poo_Syn_Full3,L-Arginine,26397,S,Poo,NA,0
240108_Poo_Syn_Half1,L-Arginine,NA,S,Poo,NA,0
240108_Poo_Syn_Half2,L-Arginine,54800,S,Poo,NA,0
240108_Poo_Syn_Half3,L-Arginine,36050,S,Poo,NA,0
240108_Smp_25ppt_A,L-Arginine,45995,S,Smp,25,0
240108_Smp_25ppt_B,L-Arginine,115052,S,Smp,25,0
240108_Smp_25ppt_Blk,L-Arginine,29451,S,Smp,25,0
240108_Smp_30ppt_A,L-Arginine,52704,S,Smp,30,0
240108_Smp_30ppt_B,L-Arginine,71651,S,Smp,30,0
240108_Smp_30ppt_Blk,L-Arginine,NA,S,Smp,30,0
240108_Smp_35ppt_A,L-Arginine,NA,S,Smp,35,0
240108_Smp_35ppt_B,L-Arginine,NA,S,Smp,35,0
240108_Smp_35ppt_Blk,L-Arginine,28972,S,Smp,35,0
240108_Smp_40ppt_A,L-Arginine,13486,S,Smp,40,0
240108_Smp_40ppt_B,L-Arginine,48093,S,Smp,40,0
240108_Smp_40ppt_Blk,L-Arginine,27057,S,Smp,40,0
240108_Std_4uMStdsMix1InH2O_1,L-Arginine,26240,S,Std,NA,4
240108_Std_4uMStdsMix1InH2O_2,L-Arginine,NA,S,Std,NA,4
240108_Std_4uMStdsMix1InSynMatrix_1,L-Arginine,NA,S,Std,NA,4
240108_Std_4uMStdsMix1InSynMatrix_2,L-Arginine,24834,S,Std,NA,4
240108_Poo_Syn_Full1,"L-Arginine, 13C6, 15N4",242617792,IS,Poo,NA,0
240108_Poo_Syn_Full2,"L-Arginine, 13C6, 15N4",244579392,IS,Poo,NA,0
240108_Poo_Syn_Full3,"L-Arginine, 13C6, 15N4",382908832,IS,Poo,NA,0
240108_Poo_Syn_Half1,"L-Arginine, 13C6, 15N4",125273976,IS,Poo,NA,0
240108_Poo_Syn_Half2,"L-Arginine, 13C6, 15N4",116140864,IS,Poo,NA,0
240108_Poo_Syn_Half3,"L-Arginine, 13C6, 15N4",184684672,IS,Poo,NA,0
240108_Smp_25ppt_A,"L-Arginine, 13C6, 15N4",291750304,IS,Smp,25,0
240108_Smp_25ppt_B,"L-Arginine, 13C6, 15N4",298769792,IS,Smp,25,0
240108_Smp_25ppt_Blk,"L-Arginine, 13C6, 15N4",268893184,IS,Smp,25,0
240108_Smp_30ppt_A,"L-Arginine, 13C6, 15N4",258504624,IS,Smp,30,0
240108_Smp_30ppt_B,"L-Arginine, 13C6, 15N4",260698048,IS,Smp,30,0
240108_Smp_30ppt_Blk,"L-Arginine, 13C6, 15N4",237286000,IS,Smp,30,0
240108_Smp_35ppt_A,"L-Arginine, 13C6, 15N4",215109568,IS,Smp,35,0
240108_Smp_35ppt_B,"L-Arginine, 13C6, 15N4",198854800,IS,Smp,35,0
240108_Smp_35ppt_Blk,"L-Arginine, 13C6, 15N4",265568016,IS,Smp,35,0
240108_Smp_40ppt_A,"L-Arginine, 13C6, 15N4",345019616,IS,Smp,40,0
240108_Smp_40ppt_B,"L-Arginine, 13C6, 15N4",337009952,IS,Smp,40,0
240108_Smp_40ppt_Blk,"L-Arginine, 13C6, 15N4",287088480,IS,Smp,40,0
240108_Poo_Syn_Full1,L-Arginosuccinic acid,NA,S,Poo,NA,0
240108_Poo_Syn_Full2,L-Arginosuccinic acid,NA,S,Poo,NA,0
240108_Poo_Syn_Full3,L-Arginosuccinic acid,33880,S,Poo,NA,0
240108_Poo_Syn_Half1,L-Arginosuccinic acid,NA,S,Poo,NA,0
240108_Poo_Syn_Half2,L-Arginosuccinic acid,NA,S,Poo,NA,0
240108_Poo_Syn_Half3,L-Arginosuccinic acid,NA,S,Poo,NA,0
